,Date,SPY
1949,2020-03-02,298.5048522949219
1950,2020-03-03,289.9579772949219
1951,2020-03-04,302.14581298828125
1952,2020-03-05,292.1019592285156
1953,2020-03-06,287.273193359375
1954,2020-03-09,264.8387451171875
1955,2020-03-10,278.5427551269531
1956,2020-03-11,264.9642333984375
1957,2020-03-12,239.61322021484375
1958,2020-03-13,260.0968933105469
1959,2020-03-16,231.63609313964844
1960,2020-03-17,244.14260864257812
1961,2020-03-18,231.7809600830078
1962,2020-03-19,232.2734832763672
1963,2020-03-20,222.26385498046875
1964,2020-03-23,216.5809783935547
1965,2020-03-24,236.20388793945312
1966,2020-03-25,239.7399139404297
1967,2020-03-26,253.73828125
1968,2020-03-27,246.18052673339844
1969,2020-03-30,254.17543029785156
1970,2020-03-31,250.3868408203125
1971,2020-04-01,239.1182098388672
1972,2020-04-02,244.63597106933594
1973,2020-04-03,241.09994506835938
1974,2020-04-06,257.293701171875
1975,2020-04-07,257.5559997558594
1976,2020-04-08,266.20172119140625
1977,2020-04-09,270.25262451171875
1978,2020-04-13,267.78521728515625
1979,2020-04-14,275.6829528808594
1980,2020-04-15,269.8251647949219
1981,2020-04-16,271.1268615722656
1982,2020-04-17,278.4515075683594
1983,2020-04-20,273.54583740234375
1984,2020-04-21,265.239990234375
1985,2020-04-22,271.1268615722656
1986,2020-04-23,271.10748291015625
1987,2020-04-24,274.8863525390625
1988,2020-04-27,278.84979248046875
1989,2020-04-28,277.5675354003906
1990,2020-04-29,284.8338317871094
1991,2020-04-30,282.1817932128906
1992,2020-05-01,274.71148681640625
1993,2020-05-04,275.46923828125
1994,2020-05-05,278.0143737792969
1995,2020-05-06,276.1297607421875
1996,2020-05-07,279.4617919921875
1997,2020-05-08,284.0858459472656
1998,2020-05-11,284.1441345214844
1999,2020-05-12,278.4806823730469
2000,2020-05-13,273.55548095703125
2001,2020-05-14,276.82928466796875
2002,2020-05-15,278.1018371582031
2003,2020-05-18,286.5727233886719
2004,2020-05-19,283.6293029785156
2005,2020-05-20,288.44757080078125
2006,2020-05-21,286.4561767578125
2007,2020-05-22,287.0001525878906
2008,2020-05-26,290.5361328125
2009,2020-05-27,294.85906982421875
2010,2020-05-28,294.3150634765625
2011,2020-05-29,295.62646484375
2012,2020-06-01,296.8213195800781
2013,2020-06-02,299.2790222167969
2014,2020-06-03,303.2618713378906
2015,2020-06-04,302.46533203125
2016,2020-06-05,310.2173767089844
2017,2020-06-08,313.96710205078125
2018,2020-06-09,311.6260070800781
2019,2020-06-10,309.8870849609375
2020,2020-06-11,292.0224304199219
2021,2020-06-12,295.5195617675781
2022,2020-06-15,298.2784729003906
2023,2020-06-16,304.01959228515625
2024,2020-06-17,302.7568359375
2025,2020-06-18,302.87335205078125
2026,2020-06-19,301.1424560546875
2027,2020-06-22,303.0743103027344
2028,2020-06-23,304.4695739746094
2029,2020-06-24,296.7030029296875
2030,2020-06-25,299.8838195800781
2031,2020-06-26,292.7610778808594
2032,2020-06-29,297.0639953613281
2033,2020-06-30,300.86920166015625
2034,2020-07-01,302.97674560546875
2035,2020-07-02,304.6452331542969
2036,2020-07-06,309.34814453125
2037,2020-07-07,306.1575927734375
2038,2020-07-08,308.499267578125
2039,2020-07-09,306.7430114746094
2040,2020-07-10,309.87506103515625
2041,2020-07-13,307.1918029785156
2042,2020-07-14,311.1726989746094
2043,2020-07-15,314.0315856933594
2044,2020-07-16,312.9973449707031
2045,2020-07-17,313.90472412109375
2046,2020-07-20,316.4415283203125
2047,2020-07-21,317.1147766113281
2048,2020-07-22,318.9198913574219
2049,2020-07-23,315.1145935058594
2050,2020-07-24,313.0851135253906
2051,2020-07-27,315.3682556152344
2052,2020-07-28,313.3680419921875
2053,2020-07-29,317.2221374511719
2054,2020-07-30,316.09027099609375
2055,2020-07-31,318.5881042480469
2056,2020-08-03,320.8030090332031
2057,2020-08-04,322.0421447753906
2058,2020-08-05,324.0422668457031
2059,2020-08-06,326.2083740234375
2060,2020-08-07,326.44256591796875
2061,2020-08-10,327.41827392578125
2062,2020-08-11,324.7155456542969
2063,2020-08-12,329.2428283691406
2064,2020-08-13,328.6476135253906
2065,2020-08-14,328.65740966796875
2066,2020-08-17,329.7013854980469
2067,2020-08-18,330.4137268066406
2068,2020-08-19,329.0379333496094
2069,2020-08-20,330.0624084472656
2070,2020-08-21,331.23333740234375
2071,2020-08-24,334.5896911621094
2072,2020-08-25,335.76055908203125
2073,2020-08-26,339.12677001953125
2074,2020-08-27,339.8683166503906
2075,2020-08-28,342.0635986328125
2076,2020-08-31,340.8244934082031
2077,2020-09-01,344.0345458984375
2078,2020-09-02,349.01068115234375
2079,2020-09-03,336.9997253417969
2080,2020-09-04,334.2481994628906
2081,2020-09-08,325.1156005859375
2082,2020-09-09,331.5357360839844
2083,2020-09-10,325.7790832519531
2084,2020-09-11,325.9449462890625
2085,2020-09-14,330.238037109375
2086,2020-09-15,331.90655517578125
2087,2020-09-16,330.5893249511719
2088,2020-09-17,327.68170166015625
2089,2020-09-18,323.9092102050781
2090,2020-09-21,320.3042297363281
2091,2020-09-22,323.56634521484375
2092,2020-09-23,316.0625
2093,2020-09-24,316.90496826171875
2094,2020-09-25,322.02838134765625
2095,2020-09-28,327.3770446777344
2096,2020-09-29,325.5941467285156
2097,2020-09-30,328.06280517578125
2098,2020-10-01,330.1689758300781
2099,2020-10-02,327.0341796875
2100,2020-10-05,332.8335266113281
2101,2020-10-06,328.1019287109375
2102,2020-10-07,333.8131103515625
2103,2020-10-08,336.77154541015625
2104,2020-10-09,339.77899169921875
2105,2020-10-12,345.2452392578125
2106,2020-10-13,342.9920959472656
2107,2020-10-14,340.8369445800781
2108,2020-10-15,340.41571044921875
2109,2020-10-16,340.2099914550781
2110,2020-10-19,335.0376281738281
2111,2020-10-20,336.37969970703125
2112,2020-10-21,335.742919921875
2113,2020-10-22,337.5845947265625
2114,2020-10-23,338.73077392578125
2115,2020-10-26,332.4710388183594
2116,2020-10-27,331.3249206542969
2117,2020-10-28,320.00054931640625
2118,2020-10-29,323.25286865234375
2119,2020-10-30,319.8830261230469
2120,2020-11-02,323.4684143066406
2121,2020-11-03,329.17950439453125
2122,2020-11-04,336.5364074707031
2123,2020-11-05,343.0998229980469
2124,2020-11-06,343.0214538574219
2125,2020-11-09,347.3317565917969
2126,2020-11-10,346.8224182128906
2127,2020-11-11,349.3987731933594
2128,2020-11-12,346.0093078613281
2129,2020-11-13,350.799560546875
2130,2020-11-16,355.1784973144531
2131,2020-11-17,353.2682189941406
2132,2020-11-18,349.0166931152344
2133,2020-11-19,350.4861145019531
2134,2020-11-20,348.0860290527344
2135,2020-11-23,350.172607421875
2136,2020-11-24,355.81524658203125
2137,2020-11-25,355.2666320800781
2138,2020-11-27,356.25604248046875
2139,2020-11-30,354.6788635253906
2140,2020-12-01,358.5581359863281
2141,2020-12-02,359.3124694824219
2142,2020-12-03,359.2144775390625
2143,2020-12-04,362.31005859375
2144,2020-12-07,361.5655517578125
2145,2020-12-08,362.62353515625
2146,2020-12-09,359.3712158203125
2147,2020-12-10,359.2536926269531
2148,2020-12-11,358.8324279785156
2149,2020-12-14,357.2258605957031
2150,2020-12-15,362.0553283691406
2151,2020-12-16,362.62353515625
2152,2020-12-17,364.65130615234375
2153,2020-12-18,363.1953125
2154,2020-12-21,361.8966979980469
2155,2020-12-22,361.2867736816406
2156,2020-12-23,361.6114196777344
2157,2020-12-24,363.01824951171875
